,subject,sentence,output
1666,Senate,Senate Majority Leader Mitch McConnell has released the organizing resolution he hopes will establish the rules for the upcoming Senate impeachment trial.,NEUTRAL
1667,Senate,The optics of a late-night session of the Senate on TV is different than --,NEUTRAL
1668,Congress,But the point is it`s about the balance of power between Congress and the presidency right now.,NEUTRAL
1669,Congress,I think Congress only has itself to blame for some of this -- for its relative weakness in relation to the executive branch,NEGATIVE
1670,Congress,But Congress has for decades ceded power to the presidency in a way that a lot of people think is quite dangerous.,NEGATIVE
1671,Congress,"In the context here where you have for the first time in the history of the country a national security article of impeachment, where the constitution makes very clear there are certain powers the president has over national security and there are certain powers that the Congress has.",NEUTRAL
1672,Congress,"It`s time here for Congress to say, no, we do have the ability to engage in legitimate oversight, particularly when there are allegations of criminal conduct.",NEUTRAL
1673,Congress,"He essentially told Congress, I won`t participate in your investigation into my conduct.",NEGATIVE
1674,Congress,"You know, you had a brilliant conversation in the first part of your show about how Congress has permitted the Executive to expand its power perhaps in unwarranted ways that have created a too powerful presidency.",NEGATIVE
1675,Congress,I`m going to say there`s a long held view -- there`s a long held view that the executive branch is so foremost in national security that the Congress has no right to come in and say that how the president negotiates a phone call with Volodymyr Zelensky is beyond the scope of Congress to intervene them.,NEGATIVE
1676,Trump," At a certain point, you have to go against Donald Trump.",NEGATIVE
1677,Trump,"Trump knowing full well how dangerous, how damaging an announcement like that can be in the midst of a political campaign.",NEGATIVE
1678,Trump," Regardless, Trump will run against her on that.",NEUTRAL
1679,Trump,This time President Trump essentially controls the Republican Party.,NEUTRAL
1680,Trump,"The White House defense team, meanwhile, has released a scathing trial brief today arguing the impeachment articles are an affront to the constitution and that President Trump did nothing wrong in his dealings with Ukraine.",POSITIVE
1681,Trump,And Trump is going to run against her on that.,NEUTRAL
1682,Trump, What if Sanders made the argument Trump is going to go after him and he`s going to call him corrupt every day?,NEUTRAL
1683,Trump,maybe a perfect thing for the Donald Trump era.,NEUTRAL
1684,Senate,"So, even though the balance in the Senate isn`t equal, it will try to come out that the questions are equal from both sides.",NEUTRAL
1685,Senate,"Now, so the Senate could subpoena Bolton himself, unlikely to give his book away.",NEUTRAL
1686,Senate,What that also then does -- also seems to imply is the judiciary branch has no say whatsoever over how the Senate conducts its trial.,NEUTRAL
1687,Senate,"It`s this issue of, does the judiciary branch have any jurisdiction whatsoever over the Senate trial?",NEUTRAL
1688,Senate,"Up ahead, the decision of the witnesses will soon be in the hands of the Senate.",NEUTRAL
1689,Senate,And Senate Republicans just wrapped up a closed door meeting on how to address the growing pressure to extend this trial with witness testimony.,NEUTRAL
1690,Senate," I think, first of all, to go back to the swing voters question, I think that one of the reasons the Senate Republicans want to get this over with as quickly as possible, because you want the maximum amount of time between whatever this is and the voters voting.",NEUTRAL
1691,Bolton,I think that if the Bolton story didn`t shake loose enough Republican Senators to (inaudible) --,NEUTRAL
1692,Bolton," The point is here, you know, I`m sure that authors -- Bolton would raise this.",NEUTRAL
1693,Bolton,"The manuscript could actually get to the Senate quicker, which of course is not something that Bolton or his publisher would like.",NEGATIVE
1694,Bolton,Is that Bolton is going to perhaps open the door and finger a bunch of these (inaudible) --(CROSSTALK),NEUTRAL
1695,Bolton,"When he was tweeting out things, no, that`s not true, John Bolton is lying.",NEGATIVE
1696,Bolton,"All right, the manuscript -- we talked about the issue of executive -- of Bolton himself.",NEUTRAL
1697,Bolton,"If you can`t get Bolton, is this better than nothing?",NEUTRAL
1698,Republicans,And I think that`s one that a number of Republicans may rely on if they reach the conclusion they should vote to acquit.,NEUTRAL
1699,Republicans," I think, first of all, to go back to the swing voters question, I think that one of the reasons the Senate Republicans want to get this over with as quickly as possible, because you want the maximum amount of time between whatever this is and the voters voting.",NEUTRAL
1700,Republicans,That opens the door to exactly the chaotic process that Senate Republicans don`t want.,NEGATIVE
1701,Republicans,And Senate Republicans just wrapped up a closed door meeting on how to address the growing pressure to extend this trial with witness testimony.,NEUTRAL
1702,Republicans,"I think -- first of all, our discourse would be 100,000 percent better in this country if Republicans could say the president`s phone call wasn`t perfect --",NEGATIVE
1703,Republicans,"This is Republicans saying, well, we might as well find out now what the whole country is going to know in a matter of weeks.",NEUTRAL
1704,Republicans," You know, Michael Steel, it does seem as if there are at least enough Republicans.",NEUTRAL
1705,Republicans,Some Republicans suggesting that merely subpoenaing Bolton`s manuscript would be enough and that is fascinating here.,NEUTRAL
1706,Republicans," Time is on the Republican`s side in this case, because the more breathing room McConnell and some of those Senate Republicans who are sort of on the fence about witnesses have.",NEUTRAL
1707,John Bolton, John Bolton seems to want to testify.,NEUTRAL
1708,John Bolton,"And Bolton`s manuscript, while instructive and relevant, is nothing like being able to ask John Bolton himself, what did the president say and when he did say it?",NEUTRAL
1709,John Bolton,"Some of them asked questions that I think all of us should be interested in, like what is the burden of proof or do we really have the complete transcript of that important July 25 call between Trump and Zelensky?Some of them helped make that case that Senator Schumer is referring to as to why my colleagues ought to demand that we get to hear from John Bolton, not just read a book report in some classified setting and excerpt of his manuscript.",POSITIVE
1710,John Bolton, And John Bolton seems to want.,NEUTRAL
1711,John Bolton,"I do think if the White House were to go to court and try to prevent John Bolton`s testimony, citing an executive privilege claim, they might be able to slow things down, but eventually a courts, is very likely to say either that they don`t have jurisdiction to hear it, because of the issue that you raised, that sort of sole power being given to the Senate.",NEUTRAL
1712,John Bolton,"but even if they do reach it, they are most unlikely to say that John Bolton can be prevented from testifying by a claim of executive privilege.",NEUTRAL
1713,John Bolton," Coming up, if John Bolton ends up talking, it won`t be without a fight.",NEUTRAL
1714,John Bolton,"When he was tweeting out things, no, that`s not true, John Bolton is lying.",NEGATIVE
1715,John Bolton,"But whoever is giving it to them, wants John Bolton to testify.",NEUTRAL
1716,Chuck," Chuck, I`ve put together a whole series of questions and submitted them.",NEUTRAL
1717,Chuck," Thanks, Chuck.",POSITIVE
1718,Senate,The effort in the Senate is a more complicated factor.,NEUTRAL
1719,Senate," Katy, I really don`t know where the votes are right now, but I would have think that the Senate will want to conduct a fair trial.",NEUTRAL
1720,Senate,The Senate has complete control over the trial.,NEUTRAL
1721,U.S.,The U.S. is facing new threats from Iran today sparking fears of all-out war as Iran vows revenge after the U.S. killing of top military commander Qasem Soleimani.,NEGATIVE
1722,Iran," I think it also you also talk about how unsafe having Iran emboldened in the region, right?",NEGATIVE
1723,Iran,We are going to talk about Iran a little bit later.,NEUTRAL
1724,Iran,He calls -- he said hopefully this is the first step for regime change in Iran.,NEGATIVE
1725,Iran,"Dividing our alliance against Iran and now with this attack in which many of our allies are wondering what we are doing, it is really compromising our ability to have a strong, unified front against Iran`s nefarious activities.",NEGATIVE
1726,Iran,We certainly don`t a war between United States and Iran.,NEUTRAL
1727,Iran,"I think what they were -- broadly, the case I would make is, look, for generations, Iran has set the terms, Iran has set the rules.",NEUTRAL
1728,Iran,"So now that we have left that agreement, now that we have this attack, how do we put together an international coalition that can change Iran`s behavior other than using force?",NEUTRAL
1729,Iran,The U.S. is facing new threats from Iran today sparking fears of all-out war as Iran vows revenge after the U.S. killing of top military commander Qasem Soleimani.,NEGATIVE
1730,Iran,"Ahead, Iran`s call for vengeance.",NEGATIVE
1731,Congress,They`re furious over what they see as the Trump administration disregarding the war powers of Congress.,NEGATIVE
1732,Congress,Do you think that he thinks Congress should have any say in foreign policy?,NEUTRAL
1733,Congress,So this is -- this always boils up on something like this but the timeframe that the Congress is talking about seems much longer than what we`re talking about here.,NEUTRAL
1734,Congress," Ahead, President Trump`s clash with Congress over whether the attack on General Soleimani was necessary and over what happens next.",NEUTRAL
1735,Congress,So it is -- but that`s one of the reasons why the framers of our constitution envisioned Congress having the power to declare war and why Congress passed a war powers act so that there would be meaningful consultation between the legislative and executive branches on this critical decisions.,NEUTRAL
1736,Congress,"So, I`ll withhold judgment until I can get all the facts on the case, but to me it is disappointing that there hasn`t been a public release of why this attack occurred at this particular moment because it`s not only the American people that are in the dark and Congress is in the dark, the international community, also, wants an explanation.",NEGATIVE
1737,Congress,Every member of Congress should vote and then be accountable for the question of whether another war in the Middle East is a good idea.(END VIDEO CLIP),NEUTRAL
1738,Congress,"Congress reasserts itself and say hey, listen, if you want to do this sort of thing, you`ve got to come to us.",NEUTRAL
1739,Congress,"You have seen sort of a broad ceding of powers from Congress over the last 20, 30 years, democratic congresses, republican congresses to Democratic presidents, Republican presidents, on this initial ability to strike, to go ahead and launch some sort of military action.",NEUTRAL
1740,House,"It`s up to the House, the process that they use, etcetera.",NEUTRAL
1741,House, House Speaker Nancy Pelosi says the House will vote soon on a similar resolution to limit the president`s war powers.,NEUTRAL
1742,House,He says members in the House yell and scream about wanting an authorization of military force.,NEGATIVE
1743,House,"He says, there`s not much need now for a two-step process and that the House has done their work on this front even though the investigation continues.",POSITIVE
1744,House,"When the House voted to impeach President Trump, we thought this week was going to be the start of the impeachment trial in the Senate.",NEUTRAL
1745,House,The House has sole power on articles of impeachment.,NEUTRAL
1746,Iran,"And I do think Iran is probably feeling at least in the short term, the absence of his leadership, precisely at a time when they would want his leadership to plan out what the next phase of the attacks might look like.",NEGATIVE
1747,Iran,But Iran wasn't in that picture at that time.,NEUTRAL
1748,Iran,"Iran is promising vengeance, but how and when, and what needs to be done to secure potential targets.",NEUTRAL
1749,Iran,"Can you maintain the momentum with Iran, and can you ensure that what happens next, in the next phases of this battle appears to be legitimate on the U.S. part and illegitimate on the part of Iran?I worry a little bit that all the discussion about what Iran will do next in some way is a means of legitimating what they do.",NEGATIVE
1750,Iran," President Trump also said today, that the U.S. is ready to attack if Iran retaliates.",NEGATIVE
1751,Iran," Yes, Iran has mastered the art of a symmetric warfare, the ability to use a variety of tactics, terrorist tactics, use of proxy militias and terrorist groups.",NEGATIVE
1752,Democrats,"The Democrats obsessed with impeachment to the point that they're not allowing the president to do his job, keep our country safe and fight for a better situation in the Middle East.",NEGATIVE
1753,Democrats,He's hoping that people -- the Democrats will agree to this -- the Republican will agree to this.,NEUTRAL
1754,Democrats,"it's says we're going to see the case the Democrats can make, and then make a decision about witnesses.",NEUTRAL
1755,Democrats,And yet -- so how should Democrats keep up this pressure play on Republicans to get the so called fair trial that they want.,NEUTRAL
1756,Democrats,Democrats need four.,NEUTRAL
1757,Democrats,That's the Democrats (inaudible).,NEUTRAL
1758,Democrats,"The pressure from the public, the pressure from Democrats, the pressure from perhaps by Pelosi sitting on her hands, waiting to see if Donald Trump would crack under the pressure.",NEUTRAL
1759,Democrats,"House Democrats have bungled this badly, ending with this ridiculous attempt to pretend they have leverage Senator McConnell.",NEGATIVE
1760,Democrats,So the question is what's going to turn out Democrats.,NEUTRAL
1761,Democrats,"What did Democrats achieve, do you think, by withholding the articles of impeachment, not immediately sending them over from the House to the Senate?",NEUTRAL
1762,Trump,Meantime President Trump and senior administration officials are doubling down on the decision to strike Iran's top general last week.(BEGIN VIDEO CLIP),NEUTRAL
1763,Trump,But Trump got lesser votes than Mitt Romney and still won.,NEUTRAL
1764,Trump, Let's talk about President Trump's war powers.,NEUTRAL
1765,Trump,"I think that we should also remember that this is someone who is going to be taking on President Trump, and thus far, in Trump country, the actions that he has taken are very popular.",NEUTRAL
1766,Trump,"And later, just how far can President Trump really go?",NEUTRAL
1767,Trump,"Ambassador Crocker, do you have a sense of how far President Trump, the Trump White House, is willing to go as they map out their response to all of this?",NEUTRAL
1768,Trump,Trump country is going to be there for Trump --,POSITIVE
1769,Trump," Coming up, Joe Biden lashes out at President Trump's foreign policy, saying he's bringing America dangerously close to war.",NEGATIVE
1770,Republicans,You would have needed four Republicans to stick together and really go in and fight this out with Mitch McConnell.,NEUTRAL
1771,Republicans,"But when Mitch McConnell laid the marker down early on, you have to understand, the Republicans, it would not have been enough to simply say, yeah, I want witnesses",NEUTRAL
1772,Republicans,I think there will probably be a dozen Republicans who will vote for that motion.,NEUTRAL
1773,Republicans,"This afternoon, Senate Majority Leader, Mitch McConnell announced that Senate Republicans have enough votes to proceed with an impeachment trial without support from Democrats.",NEUTRAL
1774,Republicans,"I think we will because I can't believe in the end the Republicans are going to say no, we don't want that evidence.",NEGATIVE
1775,Republicans,"You think there will be four Republicans who will joint with the Democrats and say, yup, bring on Mick Mulvaney, bring on John Bolton?",NEUTRAL
1776,Republicans,I think that the important thing to look at here is that this bolsters Republicans argument.,POSITIVE
1777,Republicans,"So, the real precedent that Mitch McConnell and those vulnerable Republicans will have to answer for when this is all over is will this fit to the precedent of every impeachment trial in our history, which is at the end of the day when the meat grinder pushes everything out, you have witnesses.",NEGATIVE
1778,Republicans,"And the sense is, that this notion that two weeks from now, that these Republicans will have a different view of the evidence that's already in the public domain, and then, then they might want to hear from John Bolton.",NEUTRAL
1779,Iraq,"I think that's one of the most significant outcomes of this thing, along with whether or not we're going to get expelled from Iraq.",NEUTRAL
1780,Iraq,"The Islamic republic, (inaudible) fledge was in a fight for its life with Iraq.",NEUTRAL
1781,Iraq,We've apparently worn out our welcome in Iraq.,NEGATIVE
1782,Iraq,"If we leave Iraq, Iraq becomes essentially a client state of Iran.",NEGATIVE
1783,Iraq,Congress has not declared a war since 1942.We've had these authorizations to go into the gulf and the AUMF to go into Iraq.,NEUTRAL
1784,Iraq,And what happened just most recently with Iraq really all of a sudden shook people to the core of saying what's going to happen tomorrow.,NEUTRAL
1785,Iraq,That leaves Iraq and Syria basically to ISIS.,NEGATIVE
1786,Iran,"I think this was a smart move to basically do a symbolic attack, firing those missiles, but not hitting any of our armed forces or not hitting any Iraqis, as well, but just sending a signal that they obviously had the potential and they were firing it from Iran.",NEUTRAL
1787,Iran," Obviously, we know Iran wants to see the U.S. pull out and the U.S. presence in Iraq for these many, many years has been part of both an agitation to some of the actors in that region, but also, part of the stability to try to keep a lid on resurgence of some of the hot spots, so it is a question, something the president did not engage in.",NEUTRAL
1788,Iran,They`ve understood there`s a real test between the U.S. and Iran.,NEUTRAL
1789,Iran,"Still, even as tensions are de-escalating a number of major questions remain about whether Iran or proxies are actually done retaliating, about whether the president might end up changing his mind about de-escalation, depending on what those proxies do about the administration`s long-term strategy in the region.",NEUTRAL
1790,Iran,"President Trump announced new sanctions on Iran, he called for more NATO involvement in the Middle East, but there was  no mention of additional U.S. military action.",NEGATIVE
1791,Iran,"Speaking from the White House today, President Trump said that Iran`s strikes last night in U.S. assets in Iraq in retaliation for General Soleimani`s death resulted in no U.S. casualties and caused minimal damage.",NEUTRAL
1792,Iran,"It is not acceptable for officials within the executive branch of government, I don`t care whether they were with the CIA, with the Department of Defense or otherwise, to come in and tell us that we can`t debate and discuss the appropriateness of military intervention against Iran.",NEUTRAL
1793,Iran,"Of course, it was Iran`s own money and it was part of a multi-nation deal.",NEUTRAL
1794,Iran,"What I found so distressing about that briefing was that one of the messages we received from the briefers was do not debate, do not discuss the issue of the appropriateness of further military intervention against Iran.",NEGATIVE
1795,Iran,"No U.S. casualties from Iran`s retaliation, they seemed to have backed off.",NEUTRAL
1796,Iran,Or if you`re going to say Iran`s still responsible for them then he wasn`t uniquely the one individual that could direct them.,NEUTRAL
1797,Iraq, Can we find Iraq another ally in the Middle East other than Iran?,NEUTRAL
1798,Iraq, What is a big problem if we were to completely pull out of Iraq is just we have no eyes there.,NEUTRAL
1799,Iraq,"If Iraq doesn`t feel it  can essentially decouple itself from Iran, how are we ever going to fix this, you know, have this long-term relationship there?",NEUTRAL
1800,Iraq,"I mean, here Iraq is the staging area to kill Soleimani and on the receiving end of the symbolic retaliation.",NEGATIVE
1801,Iraq,And Iraq was very concerned that this country would then be sucked into a war between Iran and the United States.,NEUTRAL
1802,Iraq,"I spent a long time when I was a House member and the vote was coming up on the war in Iraq and I spent time in the intelligence room to determine whether or not there was evidence of weapons of mass destruction and I came to the conclusion not only was there no evidence of weapons of mass destruction, no clear and present danger, or imminent threat, and so I was in the minority including among Democrats in voting against the war in Iraq.",NEGATIVE
1803,Iraq,"In regards to Iraq, one of the omissions in the president`s remarks was any sort of acknowledgement that Iraq was the victim here, right?It was we launched our attack on Soleimani from Iraq.",NEGATIVE
1804,U.S.,"No U.S. casualties from Iran`s retaliation, they seemed to have backed off.",POSITIVE
1805,U.S.,They`ve understood there`s a real test between the U.S. and Iran.,NEUTRAL
1806,U.S.,"On the other hand, if the U.S. is chased out of Iraq, is this going to look like a bad decision over time?",NEGATIVE
1807,U.S., But it`s an ongoing difficulty with the U.S. and Iraq as the government because of questions about will the U.S. remain with the military presence there?,NEUTRAL
1808,U.S.," Obviously, we know Iran wants to see the U.S. pull out and the U.S. presence in Iraq for these many, many years has been part of both an agitation to some of the actors in that region, but also, part of the stability to try to keep a lid on resurgence of some of the hot spots, so it is a question, something the president did not engage in.",NEUTRAL
1809,Trump, Donald Trump not.,NEUTRAL
1810,Trump,But it does feel like the Trump administration thinks that they have exposed Iran here.,NEUTRAL
1811,Trump," President Trump is faced with the reality that his rhetoric and inclination to not be there is pressed upon by those who every time present to him, sorry, you can`t leave because of these circumstances and situations.",NEGATIVE
1812,Trump,"But the underlying issues are the same and Trump`s -- I want to say non-strategy is the same, maximum pressure, maximum pressure, more sanctions.",NEGATIVE
1813,Trump,and we know Donald Trump doesn`t think about anything more than a week in advance.,NEGATIVE
1814,Trump, So that -- who is going to resist Trump when he says we`ve had enough of this?,NEUTRAL
1815,Trump," To what you`re saying, it is important to note, step back from President Trump and talk and think about Donald Trump, because Donald Trump`s inclination is to not be there, all right?",NEUTRAL
1816,Trump,"I mean, again, I know Donald Trump does this all the time.",NEUTRAL
1817,Trump,"For Trump, that`s sort of a political solution.",NEUTRAL
1818,Trump," No pun intended, Trump my skepticism?",NEUTRAL
1819,Trump,"Speaking from the White House today, President Trump said that Iran`s strikes last night in U.S. assets in Iraq in retaliation for General Soleimani`s death resulted in no U.S. casualties and caused minimal damage.",NEUTRAL
1820,Senate,"This is a real potential travesty of our constitutional responsibility and you know, in a way, you might say the Senate is on trial the same time that that President Trump is going to be on trial and I`m afraid we`re going to fail.",NEGATIVE
1821,Senate,"Senator Kirsten Gillibrand, member of the Armed Services Committee joins me to discuss the latest in the fallout with Iran and the timeline of the Senate receiving the House Articles of Impeachment.",NEUTRAL
1822,Senate," What is the mood in the Senate, particularly among your colleagues during this stalemate?",NEUTRAL
1823,Senate," It has been 24 days since the House impeached President Trump, yet Speaker Nancy Pelosi and Senate Majority Leader Mitch McConnell have remained in a tense standoff over how the Senate trial should be conducted.",NEUTRAL
1824,Senate,"That you have members of the Senate, who are jurors of the trial, saying that they`ve already determined his innocence, even before they hear any evidence, or even have officially the Articles of Impeachment transmitted.",NEUTRAL
1825,Trump,"And one of the things that you must do to achieve that is be transparent, which is why it is so troubling that President Trump is trying to not have witnesses, not have documents.",NEGATIVE
1826,Trump,Republican Senator Lindsey Graham told Fox News that Trump`s address to the nation about Iran would soon become a highlight of his presidency.(BEGIN VIDEO CLIP),POSITIVE
1827,Trump,"For example, no seriously, just recently, in an episode of ""Celebrity Apprentice,"" you Mr. Trump, recognized that the real problem was a lack of leadership.",POSITIVE
1828,Trump,President Trump is very schizophrenic on foreign policy.,NEGATIVE
1829,Trump," President Trump embodies almost all of the seven deadly sins, but this week, we`ll talk about his envy.",NEGATIVE
1830,Trump,Was the Trump administration reacting on the basis of very vague Intelligence of a possible plot against one embassy in the region?,NEUTRAL
1831,Iran,"This is resetting the relationship between the world and Iran, just not the United States.",NEUTRAL
1832,Iran,"Turning back to the topic of the crisis in Iran, even though the White House caught a lot of flak for its briefing to Congress on Iran, his staunchest allies, of course, had his back.",NEUTRAL
1833,Iran,"And you know, I do focus groups with Republican voters across the country, Trump voters, and I was just doing one in Erie, and I was reminded of this in the context of Iran.",NEUTRAL
1834,Iran,"Iran has admitted to unintentionally shooting down a Ukrainian passenger plane, killing all 176 passengers on board.",NEGATIVE
1835,Iran,"And one of the things, a ""USA Today"" poll came out recently and it showed that Americans overwhelmingly felt that this move in Iran actually made us less safe.",NEGATIVE
1836,Iran,"Senator Kirsten Gillibrand, member of the Armed Services Committee joins me to discuss the latest in the fallout with Iran and the timeline of the Senate receiving the House Articles of Impeachment.",NEUTRAL
1837,Iran,"The President said there`s an evil empire in Iran that`s bent on destroying the world, killing the people in Israel and coming after us, and now we will no longer tolerate it.",NEGATIVE
1838,Republican,Republican Senator Lindsey Graham told Fox News that Trump`s address to the nation about Iran would soon become a highlight of his presidency.(BEGIN VIDEO CLIP),NEUTRAL
1839,Republican,"And you know, I do focus groups with Republican voters across the country, Trump voters, and I was just doing one in Erie, and I was reminded of this in the context of Iran.",NEUTRAL
1840,Bernie Sanders,Senator Bernie Sanders saw his biggest increase in Iowa since November.,POSITIVE
1841,Bernie Sanders," Now, do you see any way that Bernie Sanders or Buttigieg who come out with his Frederick Douglass plan can make some kind of dent with the African-American voters and surprise us in South Carolina by doing better than expected.",NEUTRAL
1842,Bernie Sanders,We are looking at people now openly writing that maybe we`re going to have to adjust that Bernie Sanders could be the nominee.,NEUTRAL
1843,Bernie Sanders,"And Bernie Sanders` support among African-Americans tend to be only those under 35, so younger African-Americans and younger people vote far less enthusiastically then older voters, which is where Biden`s support is really consolidated.",NEUTRAL
1844,Bernie Sanders,What happens if Bernie Sanders does win Iowa and New Hampshire?,NEUTRAL
1845,Bernie Sanders,"So yes, I think a lot of people in the Democratic establishment are starting to say, all right, well, if it has to be Bernie Sanders, who they would not be happy with, they`ll have to go with Bernie Sanders.",NEGATIVE
1846,Bernie Sanders,"""Meanwhile, a brand new poll out of Iowa show Senator Bernie Sanders leading the pack with 20 percent, up five points since November.",POSITIVE
1847,Bernie Sanders,It seems that Bernie Sanders has gone up in Iowa.,POSITIVE
1848,Trump,"These are the Republicans who fly down to what he calls the White House of the South, I guess, and ingratiate themselves in Trump and his supporters and Trump feels good about it because he feels like he has power over these people and they come to kiss his ring.",NEGATIVE
1849,Trump,What is the next step here?Because there is a deep sense among Democrats that they don`t trust President Trump to not act impulsively and out of his own political interests when it comes to national security.,NEGATIVE
1850,Trump,"This week, President Trump brought the United States to the brink of war.",NEGATIVE
1851,Trump,"Trump`s campaign manager credits impeachment for strengthening his reelection bid, a notion that has worried Democrats from the start of the inquiry and even before.",NEUTRAL
1852,Trump,"Rev Now, take a look at what Trump tweeted back in 2011, quote, ""In order to get elected, Barack Obama will start a war with Iran,"" and in 2012, quote, ""Now, the Obama`s poll numbers are in a tailspin.",NEUTRAL
1853,Trump,I don`t have a whole lot of confidence in the Senate Republicans to stand up to Trump.,NEGATIVE
1854,Trump,"Meanwhile, President Trump is blowing all of those Democrats out of the water.",POSITIVE
1855,Trump," Doug, one of the first things that President Trump did upon taking office is get the United States out of the Iran nuclear accord that President Barack Obama had established.",NEUTRAL
1856,Trump,"And my sense is that whether or not Trump did this for, you know, political, merely political reasons or not, I think there`s reason to believe based off of everything we`ve heard about Ukraine, and how he has conducted himself in the Oval Office to date that he is putting his political interests -- his own personal political interests ahead of the national interest of this country.",NEGATIVE
1857,Trump,"President Trump is being met with some skepticism, at least listening to congressional Democrats as they review the evidence that they have seen thus far.",NEGATIVE
1858,Bernie Sanders,"But what black voters are concerned about is electability and unfortunately, they`re not getting the message that Bernie Sanders isn`t the most, not just the most progressive candidate, he is, in fact, the most electable candidate by a number of metrics that I`m happy to talk about.",POSITIVE
1859,Bernie Sanders,"He consistently polled either number two or number three with the black voters, and what`s so interesting here is that when you look back over the course of the campaign, and I know we`re talking about some of the candidates of color who have recently dropped out, persistently throughout this entire race, Bernie Sanders has polled better with black voters than all of those people of color.",POSITIVE
1860,Bernie Sanders,Bernie Sanders is incredibly popular.,POSITIVE
1861,Bernie Sanders,"When you look at other kinds of polls that show who is trusted most on issues, including healthcare, it is Bernie Sanders.",POSITIVE
1862,Bernie Sanders," Well, first, I want to point out that Bernie Sanders is leading with non-white voters.",POSITIVE
1863,Bernie Sanders, Bernie Sanders has said repeatedly that he was going to look to that and it`s going to be a serious consideration when he is picking a VP.,NEUTRAL
1864,Bernie Sanders,"Bernie Sanders isn`t just the person who is going to provide universal healthcare for all Americans, who is going to cancel all student debt, which no one else in this race is advocating for, who has a plan to cancel medical debt, which no one else in this race is advocating for.",POSITIVE
1865,Bernie Sanders,"But the thing about Bernie Sanders and it`s why I love Bernie Sanders, and it`s why he`s considered to be the most trusted person in this race, is because that`s what people stand for comes first.",POSITIVE
1866,Bernie Sanders,"Look, when you look at those swings states that we need in 2016, and even more crucially, when you look at Obama to Trump districts, Bernie Sanders is out fundraising there by orders of magnitude compared to everyone else in the field.",POSITIVE
1867,Bernie Sanders,"Though the runner up in many of the national surveys, Vermont Senator Bernie Sanders, pulled in more than any of his Democratic competitors, pulling in $34.5 million dollars, nearly 10 million more than his next closest rival.",POSITIVE
1868,Bernie Sanders,"So I think the winning ticket here, it`s not about what Bernie Sanders represents per se, people when you ask them, when I go on the trail and ask black people my feeling was they like Bernie Sanders.",POSITIVE
1869,Iran,We will discuss the politics of this attack on Iran in just a moment.,NEUTRAL
1870,Iran,"The news in the last 48 hours of the killing of a top Iranian commander ordered by President Trump, a clear indication that 2020 promises to be a roller coaster of a year.",NEGATIVE
1871,Iran," Now, as we fight that, we are also now confronted -- I have to ask you, since you`re here -- with this new problem in Iran.",NEUTRAL
1872,Iran,Watch for him to launch a strike in Libya or Iran.,NEUTRAL
1873,Iran,And yet what we`ve seen is perhaps doubling and tripling down on what may ultimately become the mother of all wars against Iran.,NEGATIVE
1874,Senate,I don`t have a whole lot of confidence in the Senate Republicans to stand up to Trump.,NEGATIVE
1875,Senate,We expect the Senate to do its job and do it in a fair and comprehensive way.,POSITIVE
1876,Democrats, It is time for us to grow up as Democrats and to be willing to look at our own house.,NEUTRAL
1877,Democrats,"And as you may have guessed, the four Democrats who`ve been on top of most of the polls also raised the most money.",NEUTRAL
1878,Democrats,Democrats pride themselves on being inclusive and diverse in its group.,POSITIVE
1879,Democrats,"Trump`s campaign manager credits impeachment for strengthening his reelection bid, a notion that has worried Democrats from the start of the inquiry and even before.",NEGATIVE
1880,Democrats,"Democrats have been focusing on this year since Trump took office back in 2017, and just when you thought the country would be consumed by the President`s Senate impeachment trial, a huge later primaries and caucuses, a contentious census roll out and then all of that culminating in November`s General Election.",NEUTRAL
1881,Joe Biden,"Joe Biden helped to write and author the Crime Bill, should he come and apologize and say was wrong?",NEUTRAL
1882,Joe Biden," Just two weeks out from the first test in the 2020 race, the Iowa caucuses, and on the heels of this week`s Democratic debate in the state, there is a major gap in polling between former Vice President Joe Biden and the rest of the field when it comes to support from black voters.",NEUTRAL
1883,Joe Biden," Well, I think we need to be very clear here, Hunter Biden or Joe Biden, for that matter is not on trial.",NEUTRAL
1884,Joe Biden,There is a reason that Joe Biden is the center of this impeachment process because Donald Trump has very good pollsters and he knows that the one to beat him in November is Joe Biden.,NEUTRAL
1885,Joe Biden,So Joe Biden and Hunter Biden is not the issue.,NEUTRAL
1886,Joe Biden," Now, let me go back to the poll about black voters and Joe Biden being so far ahead.",NEUTRAL
1887,Joe Biden,"During the Democratic debate in early September, Joe Biden was asked about segregation and his answer included, ""Play the radio, make sure the television -- excuse me -- make sure you have the record player on at night.",NEUTRAL
1888,Donald Trump,"But the truth of the matter, as Mimi said, what Donald Trump has done is exactly what the founders envisioned when they talked about impeachment, not only a high crime and misdemeanor, but the founders talked about a President who might have an allegiance to another country and who might use that allegiance to somehow sway an election.",NEGATIVE
1889,Donald Trump,"And from here on out, Donald Trump will wear the stain of impeachment.",NEGATIVE
1890,Republican,"Coming up, Republicans have pulled out all the stops to keep millions of people of color from voting in 2020.",NEGATIVE
1891,Republican,"But the Republicans at present unfortunately, don`t want to bring any witnesses, really, frankly, quite honestly any witnesses but they don`t even want to bring forth the witnesses that are already established.",NEGATIVE
1892,Republican,"And since the 2013 Supreme Court decision gutting the Voting Rights Act, Republicans from Wisconsin to Georgia and beyond have purged hundreds of thousands of voters from the rolls, disproportionately targeting voters of color.",NEGATIVE
