,Transcript,Topic,Sentiment,Program,avg_sentiment
513,1536,Neil,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,0.26666666666666666
514,1536,Democrats,"[0, 0, 0, 0, 0, 0, 0, -1, -1, -1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.3
515,1564,Martha,"[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.05
516,1564,House,"[0, 0, 0, 0, 0, -1, -1, 0, -1, 0, -1, -1, 0, -1, 0, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.375
517,1564,Democrats,"[0, 0, -1, 1, -1, -1, -1, -1, 0, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.4
518,1564,Senate,"[-1, 0, 0, 0, 0, 0, 0, -1]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.25
519,1564,Jesus,"[0, 1, 1, 1, 1, 0, 1]",Fox News Network THE STORY WITH MARTHA MACCALLUM,0.7142857142857143
520,1565,Trump,"[-1, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1, 0, -1, -1, 0, -1, -1]",Fox News Network INGRAHAM ANGLE,-0.7647058823529411
521,1565,Democrats,"[0, -1, -1, 0, -1, 0, 1, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1]",Fox News Network INGRAHAM ANGLE,-0.65
522,1565,CNN,"[-1, -1, 0, -1, 0, 0, 0, 0, 0, 0]",Fox News Network INGRAHAM ANGLE,-0.3
523,1565,Senate,"[0, 0, -1, 0, 0, 0, 0, -1, 1, 0, 0, 0]",Fox News Network INGRAHAM ANGLE,-0.08333333333333333
524,1565,Lev Parnas,"[-1, 0, -1, 0, 0, 0, -1, 0, -1, -1, -1, 0, -1]",Fox News Network INGRAHAM ANGLE,-0.5384615384615384
525,1597,Trump,"[1, 1, 0, -1, -1, 0, 1, 0, 0, -1, 1, 0, 0, -1, -1, 0]",Fox News Network THE NEXT REVOLUTION,-0.0625
526,1597,Iran,"[1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0, 0]",Fox News Network THE NEXT REVOLUTION,-0.1111111111111111
527,1597,American,"[-1, -1, 1, 0, -1, 0, -1, -1, 0, -1, 1, -1, 0, 0]",Fox News Network THE NEXT REVOLUTION,-0.35714285714285715
528,1597,China,"[0, -1, 1, -1, 0, 0, 0, 0, -1]",Fox News Network THE NEXT REVOLUTION,-0.2222222222222222
529,1597,Democrats,"[-1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1]",Fox News Network THE NEXT REVOLUTION,-0.9090909090909091
530,1599,Democrats,"[-1, -1, 0, -1, -1, -1, 0, -1, -1, 1, 0, -1, -1, -1, 0, -1, 1, -1, -1]",Fox News Network INGRAHAM ANGLE,-0.5789473684210527
531,1599,Trump,"[0, -1, 0, 0, 0, 0, 0, -1, 1, 0, 0, 0, -1, -1, 0, -1]",Fox News Network INGRAHAM ANGLE,-0.25
532,1599,Senate,"[0, 0, 0, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1]",Fox News Network INGRAHAM ANGLE,-0.46153846153846156
533,1599,Obama,"[-1, -1, 0, 0, 0, -1, 0, -1, 0, -1, -1, -1, -1]",Fox News Network INGRAHAM ANGLE,-0.6153846153846154
534,1599,Iran,"[0, -1, -1, -1, -1, -1, 0, -1, 0, 0, -1, -1, -1, -1, -1, -1, 0]",Fox News Network INGRAHAM ANGLE,-0.7058823529411765
535,1611,the United States,"[0, -1, 0, 0, 0, 0, 0]",Fox News Network LIFE LIBERTY LEVIN,-0.14285714285714285
536,1611,Biden,"[0, 0, 0, -1, 0, -1, -1, 0, 0, -1, 0, -1, -1, 0, -1, 0, 0, -1, 0, 0]",Fox News Network LIFE LIBERTY LEVIN,-0.4
537,1611,Senate,"[0, 0, 0, 0, -1, 0, -1, 0, 0, 0, -1]",Fox News Network LIFE LIBERTY LEVIN,-0.2727272727272727
538,1611,Mark,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network LIFE LIBERTY LEVIN,0.0
539,1611,Elizabeth Warren,"[0, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0]",Fox News Network LIFE LIBERTY LEVIN,-0.18181818181818182
540,1612,Kobe Bryant,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",Fox News Network THE NEXT REVOLUTION,-1.0
541,1612,Young Daughter,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network THE NEXT REVOLUTION,0.0
542,1612,Trump,"[0, -1, 1, 0, 0, -1, 0, -1, 1, 1, 1, -1, 0, -1, -1, 1, 0]",Fox News Network THE NEXT REVOLUTION,-0.058823529411764705
543,1612,Democrats,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0]",Fox News Network THE NEXT REVOLUTION,-0.8823529411764706
544,1612,NBA Legend,"[-1, 0, 0, -1, 0, 0, -1, 0, -1, -1, -1, 0, 0, 0, 0, 0, 0]",Fox News Network THE NEXT REVOLUTION,-0.35294117647058826
545,1617,Ukraine,"[0, 1, 0, -1, -1, 1, -1, -1, 0, 1, -1, -1, -1, 1, -1, 1, 0, -1, 1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.15789473684210525
546,1617,Giuliani,"[0, 0, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1, 0, -1, -1, 0, -1, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.5789473684210527
547,1617,Trump,"[-1, 0, -1, -1, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, -1, 0, -1, -1, -1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.47368421052631576
548,1617,Yovanovitch,"[-1, -1, -1, -1, -1, 0, 0, -1, -1, -1, 0, -1, -1, -1, -1, -1, 1, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.6
549,1617,Russia,"[-1, -1, -1, -1, 0, -1, 0, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, 0, -1, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.75
550,1628,Trump,"[-1, 0, 1, 1, 0, 0, -1, -1, 0, -1, 0, 0, 0, 0, 0, -1, -1]",Fox News Network INGRAHAM ANGLE,-0.23529411764705882
551,1628,Rudy,"[0, 0, -1, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0, 0]",Fox News Network INGRAHAM ANGLE,-0.21428571428571427
552,1628,Senate,"[0, -1, -1, -1, 0, -1, 0, 0]",Fox News Network INGRAHAM ANGLE,-0.5
553,1628,Democrats,"[-1, 0, 0, 0, -1, -1, -1, 0, -1]",Fox News Network INGRAHAM ANGLE,-0.5555555555555556
554,1628,House,"[-1, -1, 0, -1, 0, 0, 0, -1, -1]",Fox News Network INGRAHAM ANGLE,-0.5555555555555556
555,1638,Trump,"[0, 0, 0, 0, -1, 0, 0, 0, 0, -1, 0, 0, -1, 0, -1, -1, -1, -1]",Fox News Network FOX NEWS @ NIGHT,-0.3888888888888889
556,1638,Iowa,"[0, -1, -1, 0, 0, -1, 1, 1, 1, 0, -1, -1]",Fox News Network FOX NEWS @ NIGHT,-0.16666666666666666
557,1638,Senate,"[0, 0, 0, 0, 0, 0, 0, -1, 0, 0]",Fox News Network FOX NEWS @ NIGHT,-0.1
558,1638,Parnas,"[0, 0, -1, 0, 0, 1, 0, 0, 0, -1]",Fox News Network FOX NEWS @ NIGHT,-0.1
559,1638,Shannon,"[0, 0, 0, 0]",Fox News Network FOX NEWS @ NIGHT,0.0
560,1644,Senate,"[-1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.08333333333333333
561,1644,Ukraine,"[0, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.7777777777777778
562,1644,Parnas,"[0, 0, 0, -1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, -1, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.15789473684210525
563,1644,Neil,"[0, 0, 0, 0, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,0.0
564,1644,Trump,"[0, 0, 0, -1, -1, -1, -1, -1, -1, -1, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.6363636363636364
565,1703,Neil,"[0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,0.35294117647058826
566,1703,Iowa,"[0, 0, 0, 1, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,0.14285714285714285
567,1703,Trump,"[-1, -1, 0, 0, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.2857142857142857
568,1703,Bloomberg,"[0, -1, 0, 0, 0, 0, 1, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,0.0
569,1703,Obama,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,0.13333333333333333
570,1715,FISA,"[0, -1, -1, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0]",Fox News Network FOX HANNITY,-0.35294117647058826
571,1715,Trump,"[-1, 1, 0, -1, -1, 1, -1, -1, 1, -1, 1, -1, 1, 1, 0, -1, -1, 1, 1]",Fox News Network FOX HANNITY,-0.05263157894736842
572,1715,House,"[0, -1, -1, 0, 0, -1, 0, 0, 0, 0, -1, -1, -1, 0, -1, 0]",Fox News Network FOX HANNITY,-0.4375
573,1715,Americans,"[-1, -1, -1, -1, 0, -1, 0, -1, -1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",Fox News Network FOX HANNITY,0.0
574,1716,Senate,"[0, -1, 0, 0, -1, 0, -1, -1, 0, 0, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0]",Fox News Network FOX HANNITY,-0.3
575,1716,Iran,"[0, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0]",Fox News Network FOX HANNITY,-0.5
576,1716,Democrats,"[-1, -1, -1, 1, -1, -1, 0, -1, -1, 0, -1]",Fox News Network FOX HANNITY,-0.6363636363636364
577,1716,Sean,"[-1, 0, 0, 1, 0, 0, 0, -1, 0, -1]",Fox News Network FOX HANNITY,-0.2
578,1716,Trump,"[0, 0, 0, 0, 0, 0, 0, -1, 0]",Fox News Network FOX HANNITY,-0.1111111111111111
579,1717,Trump,"[-1, 0, 0, -1, 0, -1, 0, 0, 1, 1, -1, -1, 1, 0, 0, 0, 0, -1, 1, -1]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.15
580,1717,Iran,"[-1, -1, 0, -1, -1, 0, 0, 0, -1, -1, -1, -1, 0, -1, 0, 0, 0, -1, -1, -1]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.6
581,1717,Senate,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.05555555555555555
582,1717,Democrats,"[0, -1, -1, 0, 1, 0, 0, 0, 1, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.1
583,1717,Wisconsin,"[-1, 0, -1, -1, 0, 0, 0, 0, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.3333333333333333
584,1798,Iran,"[0, 1, 0, 0, -1, -1, 0, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1, 0]",Fox News Network THE FIVE,-0.5
585,1798,Trump,"[-1, -1, -1, -1, -1, 0, 0, 0, 0, 1, -1, 0, 0, 0, -1, -1]",Fox News Network THE FIVE,-0.4375
586,1798,Obama,"[0, -1, 0, 0, 0, -1, -1, -1, -1, -1, -1, 0]",Fox News Network THE FIVE,-0.5833333333333334
587,1798,Brian,"[1, 0, 0, 0, 0, -1, 0, 0, 0, 1, 1, 1]",Fox News Network THE FIVE,0.25
588,1859,Ukraine,"[1, 0, 1, -1, 0, 0, 1, 1, -1, -1, -1, -1]",Fox News Network TUCKER CARLSON TONIGHT,-0.08333333333333333
589,1859,Democratic,"[0, 0, 0, -1, -1, -1, 1, -1, 1, 0, 0]",Fox News Network TUCKER CARLSON TONIGHT,-0.18181818181818182
590,1859,Heartland,"[1, 1, 0, 1, 0, 0, 1, 1, 1, -1, 0, 1]",Fox News Network TUCKER CARLSON TONIGHT,0.5
591,1859,Senate,"[0, 0, 0, -1, -1, 0, 0, 1, 0, 0]",Fox News Network TUCKER CARLSON TONIGHT,-0.1
592,1859,Tucker,"[0, 1, 0, 1, 0, 0, 1, 0, 0, 1]",Fox News Network TUCKER CARLSON TONIGHT,0.4
593,1871,Iran,"[0, -1, -1, -1, 0, 0, -1, -1, -1, -1, -1, 0, 0, 0, -1, 0, -1, 0, -1]",Fox News Network JUSTICE WITH JUDGE PIRRO,-0.5789473684210527
594,1871,Soleimani,"[-1, -1, -1, 0, -1, 0, -1, -1, 0, -1, -1, -1, 0, -1, -1, -1, -1]",Fox News Network JUSTICE WITH JUDGE PIRRO,-0.7647058823529411
595,1871,Congress,"[1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network JUSTICE WITH JUDGE PIRRO,0.0
596,1881,Trump,"[0, 0, 1, 0, 0, 0, 0, 0, -1, 0, 1, 0, 1, -1, 0, 0, 0, 0, 0]",Fox News Network WATTERS WORLD,0.05263157894736842
597,1881,Democrats,"[-1, -1, -1, -1, -1, -1, -1, 0, 1, 0, -1, -1, -1, 0, 0]",Fox News Network WATTERS WORLD,-0.6
598,1881,Biden,"[-1, 0, 0, -1, -1, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Fox News Network WATTERS WORLD,-0.1875
599,1881,Bernie,"[0, 0, 0, 1, 0, 1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",Fox News Network WATTERS WORLD,-0.4375
600,1881,Donald Trump,"[0, 1, 0, 1, 1, -1, -1, 1]",Fox News Network WATTERS WORLD,0.25
601,1883,Trump,"[-1, 1, -1, 1, 0, -1, -1, 0, -1, 0, 0, 0, -1, 0, -1, 0]",Fox News Network THE FIVE,-0.3125
602,1883,Juan,"[0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0]",Fox News Network THE FIVE,-0.08333333333333333
603,1883,Democrats,"[-1, 0, -1, 0, 0, -1, 0, 0, 0, -1, 0]",Fox News Network THE FIVE,-0.36363636363636365
604,1883,Jesse,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",Fox News Network THE FIVE,0.09090909090909091
605,1883,Martha,"[0, 0, 0, 0, 0, 0, 0, 0, -1]",Fox News Network THE FIVE,-0.1111111111111111
606,1897,Trump,"[0, -1, 0, 1, 0, 0, 0, -1, -1, 0, -1, 0, 1, -1, 0, -1, -1, 0, 1]",Fox News Network FOX HANNITY,-0.21052631578947367
607,1897,Democrats,"[-1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0]",Fox News Network FOX HANNITY,-0.8571428571428571
608,1897,House,"[0, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0]",Fox News Network FOX HANNITY,-0.18181818181818182
609,1906,Trump,"[-1, 0, -1, 0, -1, 0, -1, 0, 0, -1, -1, 0, -1, 0]",Fox News Network TUCKER CARLSON TONIGHT,-0.5
610,1906,Chinese,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",Fox News Network TUCKER CARLSON TONIGHT,-1.0
611,1906,America,"[0, -1, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1]",Fox News Network TUCKER CARLSON TONIGHT,-0.25
612,1906,Donald Trump,"[-1, -1, 0, -1, -1, -1]",Fox News Network TUCKER CARLSON TONIGHT,-0.8333333333333334
613,1906,Buttigieg,"[0, -1, -1, 0, 0, -1, -1, -1, 0, -1, -1, -1, 0]",Fox News Network TUCKER CARLSON TONIGHT,-0.6153846153846154
614,1919,American,"[1, 1, 0, 0, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1]",Fox News Network THE FIVE,-0.55
615,1919,Trump,"[-1, -1, -1, -1, -1, 1, 1, 0, 1, 0, 0, 1, 1]",Fox News Network THE FIVE,0.0
616,1919,Iran,"[-1, -1, -1, -1, -1, -1, -1, 0, -1, 0, 0, 0, 0, -1, 0, 0]",Fox News Network THE FIVE,-0.5625
617,1919,Martha,"[0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0]",Fox News Network THE FIVE,-0.09090909090909091
618,1959,Iran,"[-1, -1, -1, -1, -1, 0, 0, 0, 0, 0, -1, -1, -1, -1, 0]",Fox News Network THE GREG GUTFELD SHOW,-0.6
619,1959,Jim,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network THE GREG GUTFELD SHOW,0.0
620,1959,New York,"[-1, -1, 0, 0, 0, -1, -1, -1, -1]",Fox News Network THE GREG GUTFELD SHOW,-0.6666666666666666
621,1959,CNN,"[-1, 0, 0, -1, -1, -1, -1]",Fox News Network THE GREG GUTFELD SHOW,-0.7142857142857143
622,1982,Neil,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,0.3
623,1982,Republicans,"[0, 0, 0, 0, 0, 0, 0, -1, 0, 0, -1, -1, 0, 0, 0, 0, 0, 1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.1111111111111111
624,1982,John Bolton,"[0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.05
625,1982,House,"[0, 0, -1, 0, 0, -1, -1, 0, -1, 1, 0, -1, -1, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.3333333333333333
626,1982,Republican,"[-1, 0, -1, 0, 0, 0, -1, -1, 0, -1, 0, -1, 0, -1, -1, -1, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.5294117647058824
627,1983,Neil,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,0.0
628,1983,Senate,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,0.0
629,1983,Apple,"[0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1, 0, 0, -1, -1, -1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.375
630,1983,House,"[0, 0, -1, 0, -1, 0, -1, 0, 0, -1, 0, -1, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.35714285714285715
631,1983,Democrats,"[0, 0, -1, -1, 0, 0, -1, -1, -1, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.45454545454545453
632,1996,Ukraine,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,0.19047619047619047
633,1996,John Bolton,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.05263157894736842
634,1996,Trump,"[0, 0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.15
635,1996,House,"[0, 0, 0, 0, 1, -1, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,0.0
636,1996,Chief Justice,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,0.15789473684210525
637,2001,Democrats,"[-1, -1, -1, -1, 0, -1, 0, -1, -1, 0, 0, -1, 0, 0, 0, -1, -1, -1]",Fox News Network THE FIVE,-0.6111111111111112
638,2001,Trump,"[0, 1, -1, 0, -1, -1, 1, -1, 1, 1, 0, -1, -1, -1, -1, 0, -1, -1, -1]",Fox News Network THE FIVE,-0.3684210526315789
639,2001,Bolton,"[-1, 0, -1, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]",Fox News Network THE FIVE,-0.4375
640,2001,Donald Trump,"[-1, 1, -1, -1, 0, 0, 1, 0, -1]",Fox News Network THE FIVE,-0.2222222222222222
641,2001,China,"[0, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1]",Fox News Network THE FIVE,-0.8333333333333334
642,2009,Soleimani,"[0, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 0, 0, -1, -1]",Fox News Network FOX HANNITY,-0.7333333333333333
643,2017,Iran,"[-1, -1, 0, 0, 0, -1, 0, 0, 0, -1, -1, 0, -1, 1, 0, -1, -1, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.35
644,2017,Neil,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,0.0
645,2017,Baghdad,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1, -1, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.23529411764705882
646,2017,Democrats,"[-1, 0, 0, -1, -1, 0, 0, -1, -1, 0, 0, -1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.5
647,2017,Iranian,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.8947368421052632
648,2025,American,"[1, 0, 0, 1, 1, -1, 1, 1, 0, 1, 0, -1, 0, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,0.2857142857142857
649,2025,House,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,0.08333333333333333
650,2025,Iranian,"[1, -1, 0, 0, 0, -1, 1, 0, -1, 1, 1, 0, -1, -1]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.07142857142857142
651,2025,Nancy Pelosi,"[0, 0, 0, 0, -1, -1, -1, 0, -1, 1, 1, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.16666666666666666
652,2025,Karl,"[0, 1, 0, 0, 1, 0, 0, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,0.25
653,2043,Trump,"[-1, -1, 0, 0, 0, -1, -1, -1, -1, -1, -1, 0, -1, 0]",Fox News Network THE FIVE,-0.6428571428571429
654,2043,the State Department,"[-1, -1, 0, -1, -1, -1, 0, 0, -1, 0, -1, -1, 0, -1, 0, 0, 0, -1, -1, 0]",Fox News Network THE FIVE,-0.55
655,2043,Ukraine,"[-1, -1, -1, -1, -1, -1, -1, -1, 0, -1, 0, 0, -1, -1, -1, 0, 0, 0, -1]",Fox News Network THE FIVE,-0.6842105263157895
656,2043,House,"[-1, 0, 0, 0, 1, 0, 0]",Fox News Network THE FIVE,0.0
657,2043,Democrats,"[0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0]",Fox News Network THE FIVE,-0.08333333333333333
658,2044,Trump,"[-1, -1, 1, 1, -1, 0, 0, 0, 0, 1, 0, 0, 0]",Fox News Network THE FIVE,0.0
659,2044,John Roberts,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network THE FIVE,0.0
660,2044,James Bond,"[0, 0, 0, 1, 0, 0, 0, 0, -1, 0, 0]",Fox News Network THE FIVE,0.0
661,2044,Juan,"[0, -1, -1, 0, 0, 0, 0, 1, -1, -1, 0]",Fox News Network THE FIVE,-0.2727272727272727
662,2055,U.S.,"[-1, 0, 1, 0, 0, 0, 1, 0, -1, 0, -1, 0, 0, 1, 0, 0, 0, 1, 0, 1]",Fox News Network FOX NEWS @ NIGHT,0.1
663,2055,Shannon,"[0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1]",Fox News Network FOX NEWS @ NIGHT,0.3
664,2055,American,"[-1, -1, -1, 0, -1, -1, 0, -1, 1, 1, 0, 1, 0, -1, 0, 0, 0, 0, 0]",Fox News Network FOX NEWS @ NIGHT,-0.21052631578947367
665,2055,Senate,"[0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 0, 0]",Fox News Network FOX NEWS @ NIGHT,-0.14285714285714285
666,2059,Senate,"[0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0]",Fox News Network FOX NEWS @ NIGHT,-0.17647058823529413
667,2059,Democrats,"[-1, 0, -1, -1, -1, 1, -1, -1, 0, -1, 0, -1, -1, 0, -1, -1, -1]",Fox News Network FOX NEWS @ NIGHT,-0.6470588235294118
668,2059,House,"[-1, -1, 0, 0, 0, -1, -1, -1, 0, 0, 0, 0, -1, 0, -1, 0]",Fox News Network FOX NEWS @ NIGHT,-0.4375
669,2059,Republicans,"[0, -1, 0, 0, 0, 0, -1, 0, -1, 0, -1, -1, -1, -1, -1, 0, -1, -1]",Fox News Network FOX NEWS @ NIGHT,-0.5555555555555556
670,2059,Trump,"[-1, -1, 0, 0, 0, -1, 0, 0, 0, -1, 0, -1, -1, 0, 0, -1, 0, -1, 0, 0]",Fox News Network FOX NEWS @ NIGHT,-0.4
671,2071,House,"[0, -1, -1, -1, 0, -1, -1, 0, -1, 0, 0, -1, 0, 0, -1, -1, -1, 0]",Fox News Network LIFE LIBERTY LEVIN,-0.5555555555555556
672,2071,Democrats,"[-1, -1, -1, 0, 0, -1, 0, -1, -1, -1, -1, -1, -1, 0]",Fox News Network LIFE LIBERTY LEVIN,-0.7142857142857143
673,2071,American,"[0, 0, -1, 0, -1, -1, -1, 1, 0, 1, -1, 0, 0, -1, 1, 1, 1]",Fox News Network LIFE LIBERTY LEVIN,-0.058823529411764705
674,2071,Senate,"[0, 0, 0, -1, 0, 0, -1, -1, 0, 0, 0, 0, -1]",Fox News Network LIFE LIBERTY LEVIN,-0.3076923076923077
675,2071,Adam Schiff,"[-1, -1, -1, -1, -1, 0, -1, 0, 0, 0, -1, -1, -1]",Fox News Network LIFE LIBERTY LEVIN,-0.6923076923076923
676,2074,Iran,"[-1, 0, -1, -1, -1, 0, -1, 0, 0, 0, 0, -1, -1, 0, -1, -1, -1, 0, -1, -1]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.6
677,2074,Trump,"[-1, -1, 0, -1, -1, 0, -1, 0, -1, -1, 1, -1, 0, -1, -1, -1, -1, 0, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.5789473684210527
